Lagerkürzel;Auftragsnummer;LS-Nr.;geprüft j/n;Lieferdatum;Bearbeiter;Kundennummer;Kundenkürzel;L.-Name 1;L.-Straße;L.-PLZ;L.-Ort;;;;
Gänshirt-Aufmbruch;92086;LS62321;ja;09.04.2025;Mihaela Abmayr;26363;Alma-Park GmbH;Alma-Park GmbH;Almastraße 39;45886;Gelsenkirchen;;;;
natürlich H2O;92088;LS62322;ja;15.04.2025;Estaline Philander;24613;Weckstein Pflegedienst Elixier;Weckstein Pflegedienst Elixier e.K.;Gasteiner Str. 29;10717;Berlin;;;;
Planegg;92089;LS62323;ja;08.04.2025;Estaline Philander;25884;Stelioplast  GmbH;Stelioplast Roland Stengel;Lena-Christ-Straße 2;82031;Grünwald;;;;
Kyffhäuser;92091;LS62324;ja;09.04.2025;Estaline Philander;24175;VERBIO;VERBIO SE;Friedrich-List-Platz 1 + 2;4103;Leipzig;;;;
Strecke;;LS62325;ja;08.04.2025;Florian Gräf;26332;Scheidt;Johann Scheidt;Drosselweg 3;90547;Stein;;;;
STK Service;;LS62326;ja;09.04.2025;Florian Gräf;24229;RELUX;RELUX Rohstoffe GmbH & Co. KG;Brückenstraße 9;32549;Bad Oeynhausen;;;;
Magnum Kuhnhenne;92093;LS62327;ja;14.04.2025;Estaline Philander;25250;Falck Ruppichteroth Much;Falck Notfallrettung und Kranken-;Hinter dem Bockemsfeld 1;53804;Much;;;;
Planegg;92096;LS62328;ja;08.04.2025;Estaline Philander;20181;Schiller & Mayer GmbH & C;Schiller & Mayer GmbH & Co.KG;Rupert-Bodner-Straße 16;81245;München;;;;
STK Service;92097;LS62329;ja;10.04.2025;Estaline Philander;23344;Falck Krankentransport;Rettungswache Gelsenkirchen;Freiligrathstr. 30 - 38;45881;Gelsenkirchen;;;;
STK Service;92098;LS62330;ja;10.04.2025;Estaline Philander;23344;Falck Krankentransport;Feuerwache Gelsenkirchen 22;Im Emscherbruch 30;45892;Gelsenkirchen;;;;
Planegg;92099;LS62331;ja;10.04.2025;Estaline Philander;25078;iABG;IABG mbH;Einsteinstraße 20;85521;Ottobrunn;;;;
Planegg;92100;LS62332;ja;07.04.2025;Max Sanktjohanser;26345;catering-basel;Herr Philipp Schürch;Colmarerstrasse 10;79576;Weil am Rhein;;;;
Planegg;92101;LS62333;ja;08.04.2025;Estaline Philander;22180;Meli’s Backshop;Meli’s Backshop;Sankt Cäcilia Straße 5;82110;Germering;;;;
Planegg;92102;LS62334;ja;08.04.2025;Estaline Philander;24741;Sparkasse Mainfranken Würzburg;Sparkasse Mainfranken Würzburg;Hofstr. 9;97070;Würzburg;;;;
Planegg;92083;LS62336;ja;07.04.2025;Josefine Mättig;26362;Pharma developpement;Pharma developpement;Chemin de Marcy;58800;Corbigny; France;;;
Planegg;92103;LS62337;ja;08.04.2025;Estaline Philander;23775;Praxis Reinhard Zebhauser;Reinhard Zebhauser;Straßbergerstrasse 2;80809;München;;;;
VST Schörling;92104;LS62338;ja;10.04.2025;Sönke Rocho;20148;KPIT Technologies GmbH;KPIT Technologies GmbH;Frankfurter Ring 105b;80807;München;;;;
VST Schörling;92105;LS62339;ja;10.04.2025;Estaline Philander;25130;Kath. Siedlungswerk;Kath. Siedlungswerk München GmbH;Adolf-Kolping-Str. 4;80336;München;;;;
Planegg;92106;LS62340;ja;08.04.2025;Estaline Philander;25789;Odeon Fiction;Dinner for Tour;Erdinger Straße 24;85737;Ismaning;;;;
VST Schörling;92107;LS62341;ja;10.04.2025;Estaline Philander;22078;Sprachschule Aktiv;Sprachschule Aktiv;Heßstraße 90;80797;München;;;;
Planegg;92108;LS62342;ja;08.04.2025;Josefine Mättig;22403;RSI Rauh;RSI GmbH;Allgäuer Str. 26;87787;Wolfertschwenden;;;;
VST Schörling;92109;LS62343;ja;10.04.2025;Estaline Philander;22078;Sprachschule Aktiv;Sprachschule Aktiv;Heßstraße 90;80797;München;;;;
Gänshirt-Aufmbruch;89943;LS61090-2;ja;02.04.2025;Petra Gräf;23338;Le Gastro;Deutsche Post AG;Anrather Str. 660;47804;Krefeld;;;;
Planegg;92110;LS62345;ja;08.04.2025;Josefine Mättig;23160;Esmeyer GmbH & Co. KG;Esmeyer GmbH & Co. KG;Bessemer Strasse 3-5;40699;Erkrath;;;;
Planegg;92111;LS62347;ja;10.04.2025;Estaline Philander;24513;Fahrschule Brandt;Fahrschule Brandt;Lochhauser Straße 57;82178;Puchheim;;;;
Planegg;92112;LS62346;ja;16.06.2025;Petra Gräf;26195;IKEA (3) München-Eching;IKEA Deutschland GmbH & Co KG;Heisenbergstraße 14;85386;Eching;;;;
Planegg;92113;LS62348;ja;08.04.2025;Josefine Mättig;10044;Automatenservice Senf Gmb;Automatenservice Senf GmbH;Saalfelderstraße 38-40;7381;Pößneck;;;;
Emons;;LS62349;ja;08.04.2025;Petra Gräf;21477;Trinkwassertechnik Brengartner;Trinkwassertechnik Süd;Weißerlenstraße 1B;79108;Freiburg;;;;
Planegg;92116;LS62350;ja;08.04.2025;Josefine Mättig;26364;Alpenrose;Hotel Alpenrose GmbH & Co KG;Silvrettastraße 45;6780;Schruns im Montafon;;;;
Planegg;92117;LS62351;ja;08.04.2025;Josefine Mättig;23153;TRICOR Packaging Systems GmbH;TRICOR Packaging Systems GmbH;Siegfried-Jantzer-Straße 6;76726;Germersheim;;;;
Planegg;88594;LS62352;ja;02.06.2025;Mihaela Abmayr;22946;Gemeinde Unterföring;Schulcampus/Gym;Mitterfeldallee 17;85774;Unterföhring;;;;
Planegg;92118;LS62353;ja;08.04.2025;Estaline Philander;20181;Schiller & Mayer GmbH & C;Schiller & Mayer GmbH & Co.KG;Rupert-Bodner-Straße 16;81245;München;;;;
Gänshirt-Aufmbruch;92119;LS62354;ja;10.04.2025;Carmen Berger;24911;Rewe-Digital;Rewe-Digital GmbH;Schanzenstraße 6 - 20;51063;Köln;;;;
Emons;92123;LS62357;ja;09.04.2025;Rene Kühn;20708;Kyffhäuser Waterworld;Kyffhäuser Waterworld;Brauereistraße 4;6556;Artern;;;;
Bühler;92121;LS62358;ja;01.05.2025;Estaline Philander;24410;Stadt Ettlingen;Stadt Ettlingen;Schillerstraße 7-9;76275;Ettlingen;;;;
Planegg;92122;LS62359;ja;08.04.2025;Mihaela Abmayr;26365;Elena Seller;Elena Seller;Willi-Ertz-Weg 11;66538;Neunkirchen;;;;
Planegg;92124;LS62360;ja;08.04.2025;Estaline Philander;24627;Stadt Isselburg;Stadt Isselburg;Hüttenstraße 33-35;46419;Isselburg;;;;
AQUATRADE Bram;89784;LS62361;ja;15.04.2025;Carmen Berger;24125;Klebl;Klebl GmbH Rinteln;Fabrikstr.3;31737;Rinteln;;;;
Planegg;92125;LS62362;ja;14.04.2025;Mihaela Abmayr;26366;Suding & Soeken GmbH & Co;Suding & Soeken GmbH & Co. KG;Funkschneise 8;28309;Bremen;;;;
Planegg;92120;LS62363;ja;08.04.2025;Estaline Philander;24410;Stadt Ettlingen;Stadt Ettlingen;Schillerstraße 7-9;76275;Ettlingen;;;;
AQUATRADE Glinde;92128;LS62364;ja;21.05.2025;Petra Gräf;26150;W.Tiemann GmbH & Co.KG;W. Tiemann GmbH & Co.KG;Rudolf-Diesel-Str. 1;27419;Sittensen;;;;
STK Service;92127;LS62365;ja;29.04.2025;Estaline Philander;24627;Stadt Isselburg;Stadt Isselburg;Hüttenstraße 33-35;46419;Isselburg;;;;
Planegg;92126;LS62366;ja;08.04.2025;Mihaela Abmayr;23149;Bezirkskrankenhaus Straub;Bezirkskrankenhaus Straubing;Lerchenhaid 32; DE128968818;94315;Straubing;;;
Planegg;92129;LS62367;ja;08.04.2025;Estaline Philander;22027;Ho-tec;HO-TEC GmbH & Co. KG;Im Holderwäldele 8;76571;Gaggenau;;;;
Berlin Wein König;92131;LS62368;ja;14.04.2025;Sönke Rocho;21144;Knotel;Knotel Berlin I GmbH;Hussitenstr. 32;13355;Berlin;;;;
STK Service;92130;LS62369;ja;08.04.2025;Mihaela Abmayr;26367;Eis-Café Konditorei Perfekt;Eis-Café Konditorei Perfekt;Friedrich-Ebert-Straße 62;45127;Essen;;;;
Planegg;92133;LS62370;ja;08.04.2025;Sönke Rocho;21539;Maas & Kollegen (WBG);Maas & Kollegen;Forstenrieder Allee 72;81476;München;;;;
STK Service;92134;LS62371;ja;14.04.2025;Estaline Philander;20191;Gleisner;Worth - Exhibition GmbH;Harffstr. 47;40591;Düsseldorf;;;;
AQUATRADE Glinde;92137;LS62373;ja;14.04.2025;Estaline Philander;26046;MOIA (2);MOIA - Driver Lounge;Süderstraße 185/187;20537;Hamburg;;;;
Deutscher;92136;LS62375;ja;11.04.2025;Josefine Mättig;20664;Automatenservice Jakob;Voestalpine TTG GmbH;Alte Wetzlarer Str. 55;35510;Butzbach;;;;
Deutscher;92136;LS62376;ja;11.04.2025;Josefine Mättig;20664;Automatenservice Jakob;Voestalpine TTG GmbH;Uferstrasse 97;14774;Brandenburg - Kirchmöser;;;;
Deutscher;92136;LS62377;ja;11.04.2025;Josefine Mättig;20664;Automatenservice Jakob;Voestalpine TTG GmbH;Südstraße 2;99867;Gotha;;;;
Planegg;92138;LS62378;ja;09.04.2025;Estaline Philander;21729;Johannes Haug;Johannes Haug;Talstr. 95;73732;Esslingen;;;;
Berlin Wein König;92139;LS62379;ja;15.04.2025;Estaline Philander;21352;Setting;Setting HQ GmbH;Schönhauser Allee 180;10119;Berlin;;;;
natürlich H2O;92140;LS62380;ja;09.04.2025;Estaline Philander;21940;Dt.Gesellsch.f.Auswärtige Poli;Deutsche Gesellschaft für Auswärtige Politik;Rauchstraße 17-18;10787;Berlin;;;;
Bühler;;LS62381;ja;01.05.2025;Petra Gräf;25645;Etos Fitnessstudio Ziegler;ETOS Fitnessstudio;Hauptstr. 1;76744;Wörth am Rhein;;;;
Berlin Wein König;92142;LS62382;ja;10.04.2025;Estaline Philander;24441;JPT;JPT Peptide Technologies GmbH;Volmerstrasse 5;12489;Berlin;;;;
Planegg;92143;LS62384;ja;09.04.2025;Estaline Philander;26108;Inova Semiconductors GmbH;Inova Semiconductors GmbH;Zielstattstr. 32;81379;München;;;;
Planegg;92144;LS62385;ja;10.04.2025;Petra Gräf;20395;Taverna Likavitos;Taverna Likavitos;Kühbach Straße 4;81543;München;;;;
Planegg;92145;LS62386;ja;08.04.2025;Josefine Mättig;20234;Bühler-Catering;Bühler-Catering GmbH;Industriestr. 2 b;76275;Ettlingen;;;;
VST Schörling;92147;LS62388;ja;10.04.2025;Sönke Rocho;21698;Mr. Lodge Brüning;Mr. Lodge GmbH;Barer Straße 32;80333;München;;;;
Planegg;92148;LS62389;ja;14.04.2025;Petra Gräf;22769;Seewirt Bootsverleih Tegernsee;Seewirt und Bootsverleih Tegernsee;Seestraße 60;83684;Tegernsee;;;;
STK Service;92149;LS62390;ja;10.04.2025;Estaline Philander;26212;therapiezentrum.com;therapiezentrum.com;Adalbertsteinweg 12-16;52070;Aachen;;;;
STK Service;92151;LS62393;ja;23.04.2025;Estaline Philander;21913;ecoVaas;ecoVaas® International GmbH;Nordstraße 8;40699;Erkrath;;;;
Gänshirt-Aufmbruch;;LS62394;ja;16.04.2025;Petra Gräf;26056;Haus St. Josef gGmbH;Haus St. Josef gGmbH;Hehlrather Straße 6;52249;Eschweiler;;;;
Berlin Wein König;92154;LS62395;ja;15.04.2025;Estaline Philander;22410;Ostkreuz City gGmbH;Ostkreuz City gGmbH;Sonntagstr. 1;  1.OG links;10245;Berlin;;;
VST Plep;92155;LS62396;ja;11.04.2025;Florian Gräf;24722;Primark Frankfurt Wisag Hessen;Primark Store 809;Zeil 94;60313;Frankfurt;;;;
Planegg;92157;LS62397;ja;08.04.2025;Rene Kühn;20772;Crystal Water;Crystal Water;Rosenheimer Str. 34;85635;Höhenkirchen;;;;
Planegg;;LS62398;ja;10.04.2025;Carmen Berger;26178;Glosemeyer;Hendrik Glosemeyer;Altumstraße 14;48149;Münster;;;;
Planegg;90242;LS62399;ja;09.04.2025;Florian Gräf;20957;Vogel;Automatenservice Vogel GmbH;Am Flugplatz 42; Geb.17;56743;Mendig;;;
Strecke;90242;LS62400;ja;09.04.2025;Florian Gräf;20957;Vogel;Automatenservice Vogel GmbH;Am Flugplatz 42; Geb.17;56743;Mendig;;;
VST Plep;92158;LS62401;ja;11.04.2025;Estaline Philander;24735;InA gGmbH;InA gGmbH Integration in Arbeit;Hauptstr. 56;64711;Erbach;;;;
Planegg;92159;LS62403;ja;09.04.2025;Estaline Philander;24238;Agfa;Agfa-Gevaert Healthcare GmbH;Max-Planck-Str. 1;82380;Peißenberg;;;;
Planegg;92160;LS62404;ja;09.04.2025;Max Sanktjohanser;22695;Amazon Deutschland W11 Trans.;Amazon Deutschland W11 Transport GmbH;Drosselstr. 1;54311;Trierweiler;;;;
Emons;;LS62405;ja;09.04.2025;Florian Gräf;26198;beverage dispense systems GmbH;Geuch Instandhaltung GmbH;Mollenkotten 241;42279;Wuppertal;;;;
Planegg;;LS62406;ja;09.04.2025;Florian Gräf;21086;Rauscher;Alfred Rauscher;Undorfer Weg 1;93152;Nittendorf;;;;
Planegg;92162;LS62407;ja;09.04.2025;Max Sanktjohanser;22311;Amazon Deutschland W29 Trans.;Amazon Deutschland W29 Transport GmbH;Dr.-Otto-Röhm-Straße 2-4;64331;Weiterstadt;;;;
VST Plep;92164;LS62408;ja;11.04.2025;Estaline Philander;25301;speakeasy Frankfurt;speakeasy Frankfurt;Kaiserstr. 12;60311;Frankfurt;;;;
Berlin Wein König;92165;LS62409;ja;09.04.2025;Estaline Philander;23391;ProLine;ProLine Marketing und Management;Bundesallee 66;12161;Berlin;;;;
Planegg;92166;LS62410;ja;09.04.2025;Max Sanktjohanser;22642;Amazon Deutschland S6 Trans.;Amazon Deutschland S6 Transport GmbH;An der Heide 8;97714;Oerlenbach;;;;
VST Schörling;91952;LS62161.;ja;08.04.2025;Petra Gräf;20359;TSCNET Services GmbH;TSCNET Services GmbH;Weihenstephaner Str. 9;81673;München;;;;
Emons;;LS62412;ja;22.04.2025;Florian Gräf;21367;AKONTECH König;Welifa Getränkegroßhandlung GmbH & Co. KG;Otisstraße 45-47;13403;Berlin;;;;
Planegg;92167;LS62413;ja;09.04.2025;Max Sanktjohanser;21710;Amazon Austria;Amazon Transport Austria GmbH;Schemmerlstr. 70;1110;Wien;;;;
Planegg;;LS62414;ja;15.04.2025;Petra Gräf;20359;TSCNET Services GmbH;TSCNET Services GmbH;Weihenstephaner Str. 9;81673;München;;;;
VST Plep;92171;LS62415;ja;11.04.2025;Florian Gräf;25048;HCC Hessische Zentrale Datenve;Hessische Zentrale für Datenverarbeitung;Mainzer Str. 29;65185;Wiesbaden;;;;
Kyffhäuser;92172;LS62416;ja;10.04.2025;Florian Gräf;20668;Gastro Service Center e.K;InterMed Praxiszentrum MVZ GmbH;Stieglitzstraße 87;4229;Leipzig;;;;
Planegg;92169;LS62417;ja;09.04.2025;Josefine Mättig;22124;LGL Haushaltwaren GmbH;LGL Haushaltswaren GmbH;Helferner Weg 14b;49214;Bad Rothenfelde;;;;
Planegg;92173;LS62418;ja;10.04.2025;Estaline Philander;25503;COmarketing;COmarketing GmbH;Messerschmittstr. 4;89343;Jettingen-Scheppach;;;;
Planegg;91914;LS62419;ja;15.04.2025;Petra Gräf;26333;Helgert Zahnmedizin Kieferorth;Dr. Helgert Zahnmedizin und Kieferorthopäde;Görresstraße 37;80798;München;;;;
Planegg;92176;LS62420;ja;09.04.2025;Carmen Berger;21621;Magnum;Magnum water coffee snack;Wirtswiese 1;57223;Kreuztal;;;;
Planegg;92175;LS62422;ja;09.04.2025;Florian Gräf;21561;GfPS;GfPS mbH;Talbotstraße 21;52062;Aachen;;;;
GWA;92174;LS62423;ja;15.04.2025;Estaline Philander;26238;CSS Europe;Umspannwerk Stendal West;Am Umspannwerk;39576;Stendal;;;;
Teamblue Bad Münder;90285;LS62424;ja;09.04.2025;Florian Gräf;10102;Steinmeier GmbH;Großekathöfer Convenience Food GmbH;Lupinenweg 13;33334;Gütersloh;;;;
Planegg;92178;LS62425;ja;09.04.2025;Estaline Philander;26337;Freiraum für alle GmbH;Freiraum für alle GmbH;Lützowstraße 102 - 104;10785;Berlin;;;;
VST Schörling;92179;LS62426;ja;09.05.2025;Florian Gräf;21583;Living Water GmbH;BEN AND GmbH;Georgenstraße 3;80799;München;;;;
Planegg;92180;LS62427;ja;09.04.2025;Carmen Berger;24917;Hochschule für Polizei BW-IBA;Hochschule für Polizei Baden-Württemberg;Vogesenstraße 22;77933;Lahr;;;;
Gänshirt-Aufmbruch;;Korr.LS60103;ja;09.04.2025;Petra Gräf;25562;Eurofins;Eurofins Institut Dr. Rothe GmbH;Otto-Hahn-Str. 15;44227;Dortmund;;;;
Emons;92182;LS62429;ja;09.04.2025;Florian Gräf;21477;Trinkwassertechnik Brengartner;Trinkwassertechnik Süd;Weißerlenstraße 1B;79108;Freiburg;;;;
Berlin Wein König;92183;LS62430;ja;09.04.2025;Estaline Philander;21845;Hong Kong Economic;Hong Kong Economic and Trade Office;Jägerstrasse 33;10117;Berlin;;;;
Bühler;92184;LS62431;ja;28.04.2025;Estaline Philander;25645;Etos Fitnessstudio Ziegler;ETOS Fitnessstudio;Hauptstr. 1;76744;Wörth am Rhein;;;;
VST Schörling;92185;LS62433;ja;10.04.2025;Sönke Rocho;21539;Maas & Kollegen (WBG);Maas & Kollegen;Forstenrieder Allee 72;81476;München;;;;
Planegg;92186;LS62434;ja;10.04.2025;Sönke Rocho;23185;qards vorm.Bayern Card-Serv;qards GmbH;Georg-Brauchle-Ring 23-25;80992;München;;;;
VST Plep;92189;LS62436;ja;09.04.2025;Florian Gräf;24614;RMS Rhein-Main-Verkehrsverbund;Rhein-Main-Verkehrsverbund;Poststraße 2-4;60329;Frankfurt;;;;
Gänshirt-Aufmbruch;92188;LS62437;ja;16.04.2025;Estaline Philander;25458;Koenig & Partner 1 Herzogenrat;Steuerberater Koenig & Partner mbB;Josef-Lambertz-Straße 59a;52134;Herzogenrath;;;;
Planegg;92190;LS62438;ja;09.04.2025;Estaline Philander;20123;Ingenieurbüro Zellerer Gm;Ingenieurbüro Zellerer GmbH;Kanalstraße 15;80538;München;;;;
Planegg;;LS62439;ja;11.04.2025;Sönke Rocho;20120;Schmid Alarm GmbH;Schmid Alarm GmbH;Gautinger Str. 9;82131;Stockdorf;;;;
Planegg;92191;LS62440;ja;09.04.2025;Max Sanktjohanser;23750;Oberlin Service GmbH;Oberlin Service GmbH;Rudolf-Breitscheid-Straße 24;14482;Potsdam;;;;
Planegg;92193;LS62441;ja;09.04.2025;Florian Gräf;20575;R&F Mayer GmbH;R&F Mayer GmbH;Lorcher Str. 51;73547;Lorch-Waldhausen;;;;
Planegg;92194;LS62442;ja;10.04.2025;Estaline Philander;25403;Lopez;Luis Fernando Valencia LOPEZ;Allgäuer Str. 101  / 3.OG ohne Aufzug;81475;München;;;;
Planegg;92196;LS62443;ja;10.04.2025;Estaline Philander;62545;dm 2545 Landsberg;dm Filiale 2545;Augsburger Straße 60;86899;Landsberg am Lech;;;;
Planegg;92197;LS62444;ja;10.04.2025;Estaline Philander;62039;dm 2039 Westendorf;dm Filiale 2039;Am Oberfeld 3a;86707;Westendorf;;;;
Planegg;92198;LS62445;ja;10.04.2025;Estaline Philander;62398;dm 2398 Augsburg;dm Filiale 2398;Lechhauser Straße 13;86153;Augsburg - Innenstadt;;;;
Planegg;92199;LS62446;ja;09.04.2025;Max Sanktjohanser;26369;Quicks;QUICK SOLUTION MB;BALANDZIU G. 49-2;14176;GELEZIAI VILNIAUS RAJ;;;;
Planegg;92200;LS62447;ja;22.04.2025;Petra Gräf;25549;PORR GmbH & Co. KGaA;PORR GmbH & Co. KGaA;Lerchenauer Str. 76;80809;München;;;;
Planegg;;LS62448;ja;09.04.2025;Rene Kühn;20772;Crystal Water;Crystal Water;Rosenheimer Str. 34;85635;Höhenkirchen;;;;
Planegg;92202;LS62449;ja;10.04.2025;Estaline Philander;20742;Graal Müritz;IFA Graal-Müritz Hotel; Spa & Tagungen;Waldstrasse 1;18181;Graal-Müritz;;;
Gänshirt-Aufmbruch;;LS62450;ja;28.04.2025;Petra Gräf;23338;Le Gastro;Deutsche Post AG;Kurfürstenstr. 2 / Grüne Str. 8;44147;Dortmund;;;;
Planegg;92203;LS62451;ja;15.04.2025;Estaline Philander;24009;Bayer.Staatsministerium d.Inne;Bayer.Staatsmini.d.Innern; Sport+Integration;Odeonsplatz 3;80539;München;;;
Planegg;92205;LS62453;ja;15.04.2025;Estaline Philander;24009;Bayer.Staatsministerium d.Inne;Bayer.Staatsmini.d.Innern; Sport+Integration;Klosterhofstraße 1;80331;München;;;
Planegg;92207;LS62454;ja;10.04.2025;Max Sanktjohanser;20759;Getränke Wagner Vending G;Getränke Wagner Vending GmbH;Weinstraße 31;4664;Laakirchen;;;;
Gleisner;92209;LS62455;ja;10.04.2025;Florian Gräf;20191;Gleisner;Dr. Graner & Partner;Lochhausener Str. 205;81249;München;;;;
Planegg;92208;LS62456;ja;10.04.2025;Estaline Philander;20774;M. Asam / Asambeauty;M. Asam GmbH;Feringastrasse 12 A;85774;Unterföhring;;;;
Planegg;92211;LS62457;ja;10.04.2025;Josefine Mättig;24697;RUPP FOOD Austria GmbH;RUPP FOOD Austria GmbH;Herrnmühlestraße 40;6912;Hörbranz;;;;
Emons;92212;LS62458;ja;10.04.2025;Florian Gräf;20708;Kyffhäuser Waterworld;Kyffhäuser Waterworld;Brauereistraße 4;6556;Artern;;;;
Gänshirt-Aufmbruch;92210;LS62459;ja;16.04.2025;Estaline Philander;23263;BOLL & KIRCH Filterbau GmbH;BOLL & KIRCH Filterbau GmbH;Siemensstr. 10-14;50170;Kerpen;;;;
Aquatec - Reinbek;;LS62460;ja;22.04.2025;Andreas Pöppe;25460;Develogic GmbH;Develogic GmbH;Hammer Deich 70;20537;Hamburg;;;;
AQUATRADE Glinde;92215;LS62461;ja;14.04.2025;Carmen Berger;25561;EPG Ehrhardt+Partner;Ehrhardt + Partner GmbH & Co. KG;Auf dem Königslande 39;22041;Hamburg;;;;
Neumann;92216;LS62462;ja;16.04.2025;Florian Gräf;20587;Getränke-Service Neumann;Getränke-Service Neumann;Munzingerstraße 4;79189;Bad Krozingen;;;;
Planegg;89864;LS62464;ja;10.04.2025;Estaline Philander;23126;Falck Krankentransp.Dortmund;Falck Notfallrettung und Krankentransport;Lindenhorster Straße 165;44339;Dortmund;;;;
STK Service;92217;LS62465;ja;17.04.2025;Estaline Philander;23126;Falck Krankentransp.Dortmund;Falck Notfallrettung und Krankentransport;Lindenhorster Straße 165;44339;Dortmund;;;;
Planegg;92220;LS62466;ja;15.04.2025;Estaline Philander;26166;AFR Engineering GmbH;AFR Engineering GmbH;Moosacher Straße 73;80809;München;;;;
Magnum Kuhnhenne;92214;LS62467;ja;01.05.2025;Carmen Berger;25502;Winthrop Technologies;Winthrop Technologies GmbH;Fritz Klatte Straße 6;65933;Frankfurt;;;;
Planegg;92219;LS62468;ja;10.04.2025;Max Sanktjohanser;26145;EH Freiburg;Evangelische Hochschule Freiburg;Bugginger Straße 38;79114;Freiburg;;;;
Planegg;92221;LS62469;ja;10.04.2025;Estaline Philander;20216;Siemens / Re.Bamberg;Siemens AG;Otto-Hahn-Ring 6 / Empfang Nord;81739;München;;;;
Planegg;;LS62470;ja;11.04.2025;Sönke Rocho;23450;Traut Bürokommunikation;TRAUT Bürokommunikation GmbH & Co. KG;Boschstr. 10;82178;Puchheim;;;;
Planegg;92041;LS62471;ja;10.04.2025;Florian Gräf;21134;Automaten Reinhardt - Nürnberg;Automaten Reinhardt;Schönseer Straße 2;90482;Nürnberg;;;;
Planegg;92224;LS62472;ja;10.04.2025;Josefine Mättig;20191;Gleisner;Gleisner GmbH & Co.KG;Pegnitzstr. 13;91207;Lauf an der Pegnitz;;;;
STK Service;92223;LS62473;ja;25.04.2025;Estaline Philander;24358;Ludwig-Erhard-Berufskolleg;Ludwig-Erhard-Berufskolleg;Gut Insel 41;48151;Münster;;;;
Planegg;92225;LS62474;ja;14.04.2025;Estaline Philander;23732;la Boutique Amelie Schöttner;Petra Schöttner;Waldsiedlung 9;82041;Deisenhofen;;;;
Emons;92226;LS62476;ja;10.04.2025;Florian Gräf;20191;Gleisner;Gleisner GmbH & Co.KG;Pegnitzstr. 13;91207;Lauf an der Pegnitz;;;;
STK Service;92227;LS62477;ja;22.04.2025;Estaline Philander;24930;Familienzentrum Sternschnuppe;Familienzentrum Sternschnuppe;Josef-Wulff-Straße 70;45657;Recklinghausen;;;;
VST Schörling;92148;LS62478;ja;01.05.2025;Petra Gräf;22769;Seewirt Bootsverleih Tegernsee;Seewirt und Bootsverleih Tegernsee;Seestraße 60;83684;Tegernsee;;;;
Kyffhäuser;;LS62479;ja;11.04.2025;Florian Gräf;22508;Automaten Service Streit;Streit Automaten & Service GmbH;Treuener Str. 15 a;8239;Falkenstein/Vogtl.;;;;
Gänshirt-Aufmbruch;92229;LS62480;ja;16.04.2025;Estaline Philander;24072;Kitas Stadt Würselen;Städt. Familienzentrums Lebens-Spiel-Raum;Gerhart-Hauptmann-Str. 22;52146;Würselen;;;;
Aquatec - Reinbek;92231;LS62481;ja;07.05.2025;Petra Gräf;24064;AWO Ludwigslust;Kita Mischka;Petersilienstraße 8;19306;Neustadt-Glewe;;;;
Planegg;92230;LS62482;ja;11.04.2025;Mihaela Abmayr;26371;Peter Kulka Architektur G;Peter Kulka Architektur GmbH;Werner-Hartmann-Straße 1; DE 202/11;1099;Dresden;;;
Emons;92231;LS62481-1;ja;10.04.2025;Petra Gräf;24064;AWO Ludwigslust;Kita Mischka;Petersilienstraße 8;19306;Neustadt-Glewe;;;;
Planegg;92232;LS62484;ja;11.04.2025;Mihaela Abmayr;26372;Stoelzle Glass Group;Stoelzle Glass Group;Keisslergasse 26-28;1140;Wien;;;;
Planegg;92234;LS62485;ja;10.04.2025;Josefine Mättig;22888;POSPRINT Bedruckungen;POSPRINT Bedruckungen;Carl-Benz-Straße 12;78564;Wehingen;;;;
Planegg;92233;LS62486;ja;10.04.2025;Max Sanktjohanser;22017;Amazon Deutschland W5 Trans.;Amazon Deutschland W5 Transport GmbH;Pferdebahnstr. 40;45141;Essen;;;;
Planegg;92237;LS62488;ja;11.04.2025;Florian Gräf;20729;CJM Der Wassermann UG -ha;CJM Der Wassermann GmbH;Gronenfelder Weg 33;15234;Frankfurt;;;;
Planegg;92235;LS62489;ja;11.04.2025;Estaline Philander;20657;HEV Heimwerkermarkt GmbH;HEV Heimwerkermarkt GmbH & Co. KG;Gertrude-Blanch-Str. 2 / Rückgeb.;82110;Germering;;;;
Emons;92240;LS62490;ja;10.04.2025;Florian Gräf;20381;The Water Purifier NV;The Water Purifier NV;Genebroekstraat 82;3581;Beverlo;;;;
Gänshirt-Aufmbruch;92238;LS62491;ja;16.04.2025;Mihaela Abmayr;24912;RI Research Bergisch-Gladb.2;RI Research Instruments GmbH;Friedrich-Ebert-Str. 75;51429;Bergisch-Gladbach;;;;
STK Service;92239;LS62492;ja;17.04.2025;Estaline Philander;23679;Finanzamt Essen-Süd;Finanzamt Essen-Süd;Altendorfer Str. 129;45143;Essen;;;;
Planegg;92241;LS62493;ja;11.04.2025;Sönke Rocho;21663;Electrochaea;Electrochaea GmbH;Semmelweisstraße 3;82152;Planegg-Steinkirchen;;;;
Planegg;92242;LS62494;ja;14.04.2025;Mihaela Abmayr;26373;Knettenbrech + Gurdulic R;Knettenbrech + Gurdulic Rhein-Necka;Schindersgrube 1;74388;Talheim;;;;
